model,game_id,turn_number,guess,target_property,judgment
mistralai_Mistral-Small-24B-Instruct-2501,12016,19,long shelf life unleavened flatbreads,food,no
mistralai_Mistral-Small-24B-Instruct-2501,12095,8,unleavened bread,food,no
mistralai_Mistral-Small-24B-Instruct-2501,12377,8,handheld foods with a filling,food,no
mistralai_Mistral-Small-24B-Instruct-2501,15245,19,gymnosperms,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,15310,7,plants that grow in tropical regions,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,15508,17,words that can be used as adjectives,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,15598,16,deciduous trees,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,15611,15,gymnosperms,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,15613,18,drupes,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,15790,4,plants,plant,yes
mistralai_Mistral-Small-24B-Instruct-2501,16096,10,evergreen trees,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,16120,10,trees,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,16152,7,conifers,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,16249,7,trees,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,16414,14,Fabaceae family,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,16467,4,coniferous trees,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,16469,9,plants,plant,yes
mistralai_Mistral-Small-24B-Instruct-2501,16864,16,All items are native Australian plants,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,17047,17,All items are plants,plant,yes
mistralai_Mistral-Small-24B-Instruct-2501,17248,20,plants that produce edible fruits,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,17257,12,native to cold regions,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,17361,6,parts of a magnolia plant,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,17775,9,flower,plant,no
moonshotai_Kimi-K2.5,62,5,animals,animal,yes
moonshotai_Kimi-K2.5,357,7,animals,animal,yes
moonshotai_Kimi-K2.5,546,10,animals,animal,yes
moonshotai_Kimi-K2.5,819,12,animals,animal,yes
moonshotai_Kimi-K2.5,1066,10,triploblastic animals,animal,no
moonshotai_Kimi-K2.5,1136,7,animals,animal,yes
moonshotai_Kimi-K2.5,1154,7,animals,animal,yes
moonshotai_Kimi-K2.5,1261,19,animals,animal,yes
moonshotai_Kimi-K2.5,1551,9,anatomy,body_part,no
moonshotai_Kimi-K2.5,1725,9,animals,animal,yes
moonshotai_Kimi-K2.5,1943,10,animals,animal,yes
moonshotai_Kimi-K2.5,2806,15,animals,animal,yes
moonshotai_Kimi-K2.5,2971,15,animals capable of locomotion,animal,no
moonshotai_Kimi-K2.5,3172,6,misleading common names suggesting they are other animals,animal,no
moonshotai_Kimi-K2.5,3192,8,animals,animal,yes
moonshotai_Kimi-K2.5,3411,7,animals,animal,yes
moonshotai_Kimi-K2.5,3743,7,animals,animal,yes
moonshotai_Kimi-K2.5,3947,5,animals,animal,yes
moonshotai_Kimi-K2.5,3966,7,animals,animal,yes
moonshotai_Kimi-K2.5,4020,17,organs,body_part,no
moonshotai_Kimi-K2.5,4032,9,external respiratory organs in invertebrates,body_part,no
moonshotai_Kimi-K2.5,4288,15,Latin-derived nouns in anatomy,body_part,no
moonshotai_Kimi-K2.5,4348,19,parts of the human body,body_part,yes
moonshotai_Kimi-K2.5,4368,8,human body parts,body_part,yes
moonshotai_Kimi-K2.5,4450,6,anatomical body parts,body_part,yes
moonshotai_Kimi-K2.5,4458,5,body parts,body_part,yes
moonshotai_Kimi-K2.5,4779,11,man-made objects,artifact,yes
moonshotai_Kimi-K2.5,4784,14,man-made physical objects,artifact,yes
moonshotai_Kimi-K2.5,4875,19,traditional arts and established artistic disciplines,artifact,no
moonshotai_Kimi-K2.5,5184,12,human-made,artifact,yes
moonshotai_Kimi-K2.5,5265,9,man-made objects,artifact,yes
moonshotai_Kimi-K2.5,5506,6,contains at least one letter from A through G,artifact,no
moonshotai_Kimi-K2.5,5516,20,man-made objects,artifact,yes
moonshotai_Kimi-K2.5,5757,8,man-made objects,artifact,yes
moonshotai_Kimi-K2.5,6347,11,having an enclosed interior space or hollow cavity that can contain things,artifact,no
moonshotai_Kimi-K2.5,6359,12,contains the consecutive letters 'bag' as a substring,artifact,no
moonshotai_Kimi-K2.5,6380,18,removing the first letter creates a new word or valid word segment,artifact,no
moonshotai_Kimi-K2.5,6396,5,container,artifact,no
moonshotai_Kimi-K2.5,6543,19,types of warships,artifact,no
moonshotai_Kimi-K2.5,6575,13,things or objects,artifact,no
moonshotai_Kimi-K2.5,9334,10,human anatomical structures,body_part,yes
moonshotai_Kimi-K2.5,9433,19,named anatomical structures,body_part,yes
moonshotai_Kimi-K2.5,9457,9,anatomical structures with Latin names,body_part,no
moonshotai_Kimi-K2.5,9616,9,organs,body_part,no
moonshotai_Kimi-K2.5,9624,18,lateralis,body_part,no
moonshotai_Kimi-K2.5,9670,19,gross anatomical structures,body_part,no
moonshotai_Kimi-K2.5,9949,2,arteries,body_part,no
moonshotai_Kimi-K2.5,10074,17,connective tissue,body_part,no
moonshotai_Kimi-K2.5,10237,19,food,food,yes
moonshotai_Kimi-K2.5,10529,18,non-aqueous cooking ingredients,food,no
moonshotai_Kimi-K2.5,10858,7,food,food,yes
moonshotai_Kimi-K2.5,10981,14,food,food,yes
moonshotai_Kimi-K2.5,10986,16,potential ice cream flavors,food,no
moonshotai_Kimi-K2.5,11006,9,food,food,yes
moonshotai_Kimi-K2.5,11016,13,food,food,yes
moonshotai_Kimi-K2.5,11059,8,food,food,yes
moonshotai_Kimi-K2.5,11263,6,food,food,yes
moonshotai_Kimi-K2.5,11376,9,edible,food,yes
moonshotai_Kimi-K2.5,11459,14,preserves,food,no
moonshotai_Kimi-K2.5,11697,6,food,food,yes
moonshotai_Kimi-K2.5,11921,15,food,food,yes
moonshotai_Kimi-K2.5,12377,12,food,food,yes
moonshotai_Kimi-K2.5,15245,10,embryophytes,plant,no
moonshotai_Kimi-K2.5,15310,17,multicellular photosynthetic organisms,plant,no
moonshotai_Kimi-K2.5,15508,11,seed plants,plant,no
moonshotai_Kimi-K2.5,15611,6,plants,plant,yes
moonshotai_Kimi-K2.5,15613,11,plants,plant,yes
moonshotai_Kimi-K2.5,15790,20,tracheophytes,plant,no
moonshotai_Kimi-K2.5,16096,7,plants,plant,yes
moonshotai_Kimi-K2.5,16120,8,plants,plant,yes
moonshotai_Kimi-K2.5,16152,12,names of pine trees,plant,no
moonshotai_Kimi-K2.5,16249,10,plants,plant,yes
moonshotai_Kimi-K2.5,16414,17,vascular plants,plant,no
moonshotai_Kimi-K2.5,16467,8,spermatophytes (seed plants),plant,no
moonshotai_Kimi-K2.5,16469,9,plants,plant,yes
moonshotai_Kimi-K2.5,16864,8,plants,plant,yes
moonshotai_Kimi-K2.5,17047,11,vascular plants,plant,no
moonshotai_Kimi-K2.5,17257,7,plants,plant,yes
moonshotai_Kimi-K2.5,17361,10,plants,plant,yes
moonshotai_Kimi-K2.5,17775,6,plants,plant,yes
openai_gpt-oss-120b,62,8,animal,animal,yes
openai_gpt-oss-120b,357,6,being an animal (member of the animal kingdom),animal,yes
openai_gpt-oss-120b,546,7,Each item’s name ends with a common name of an animal (the final word is an animal),animal,no
openai_gpt-oss-120b,658,4,animal (any animal species),animal,yes
openai_gpt-oss-120b,819,4,They are all names of fish,animal,no
openai_gpt-oss-120b,1066,12,primarily aquatic vertebrate,animal,no
openai_gpt-oss-120b,1136,10,All three items are common names of animal species,animal,no
openai_gpt-oss-120b,1154,8,"Each common name ends with the name of a non‑mammalian animal (e.g., ray, halibut, pipefish, marlin, shark, eel, carp, trout, salmon, eagle, penguin, etc.)",animal,no
openai_gpt-oss-120b,1261,17,The common name contains at least one word that is the standalone common name of an animal belonging to the phylum Chordata (vertebrates) or the class Cephalopoda.,animal,no
openai_gpt-oss-120b,1551,2,human anatomical parts,body_part,yes
openai_gpt-oss-120b,1725,8,animal,animal,yes
openai_gpt-oss-120b,1943,11,animal,animal,yes
openai_gpt-oss-120b,2806,11,"The word begins with a verb (e.g., “ring”, “do”, “dug”)",animal,no
openai_gpt-oss-120b,2971,4,being an animal (any member of the animal kingdom),animal,yes
openai_gpt-oss-120b,3172,10,animal,animal,yes
openai_gpt-oss-120b,3192,6,the ability to fly (all items are capable of flight),animal,no
openai_gpt-oss-120b,3411,8,animal,animal,yes
openai_gpt-oss-120b,3743,5,being an animal,animal,yes
openai_gpt-oss-120b,3852,6,being the common name of an animal (any animal species),animal,no
openai_gpt-oss-120b,3947,11,has a cloaca (a single posterior opening),animal,no
openai_gpt-oss-120b,3966,5,being an animal (any animal species),animal,yes
openai_gpt-oss-120b,4020,7,"any anatomical structure that is a part of an animal (organ, tissue, or external body part)",body_part,yes
openai_gpt-oss-120b,4032,6,animal anatomical part or structure,body_part,yes
openai_gpt-oss-120b,4288,12,"The item must be a distinct anatomical structure (a specific organ, bone, or body part), not a generic tissue type, substance, or molecular component.",body_part,yes
openai_gpt-oss-120b,4313,15,"A scientific name (bone, tooth, or flower) that comes from a Latin or Greek noun meaning a concrete, non‑anatomical object (e.g., key, wedge, sword, pan, millstone, thigh, shank, arm, elbow, chest, jaw, finger, cutter, spoke, rainbow) and is used because the structure resembles that object.",body_part,no
openai_gpt-oss-120b,4348,6,anatomical part of the human (or vertebrate) body,body_part,yes
openai_gpt-oss-120b,4368,4,human anatomical part,body_part,yes
openai_gpt-oss-120b,4450,5,body part (anatomical term),body_part,yes
openai_gpt-oss-120b,4458,8,an animal‑name followed by a body‑part (a common two‑word phrase like “elephant trunk” or “dog muzzle”),body_part,no
openai_gpt-oss-120b,4465,5,"A two‑word anatomical term in which the first word designates a specific subclass or location of the second body‑part word (i.e., the first word specifies a particular type of the second word).",body_part,no
openai_gpt-oss-120b,4779,9,"item has a standardized symbol in engineering schematic diagrams (electrical, mechanical, hydraulic, pneumatic, etc.)",artifact,no
openai_gpt-oss-120b,4784,15,"Can be used as a component or material in a simple, low‑tech electronic/radio circuit (e.g., as antenna, conductor, insulator, capacitor, detector, power source, or wiring)",artifact,no
openai_gpt-oss-120b,4875,18,"words that denote a reduced, minimalistic, or stripped‑down artistic form or category",artifact,no
openai_gpt-oss-120b,5184,9,human‑made objects (artifacts),artifact,yes
openai_gpt-oss-120b,5224,4,Man‑made (non‑living) objects or artifacts,artifact,yes
openai_gpt-oss-120b,5265,15,"a finished manufactured object (i.e., a tangible product made by humans rather than a raw natural material)",artifact,yes
openai_gpt-oss-120b,5506,9,"Each word ends with a two‑letter chemical element symbol (mouse → Se, foreground → Nd, repeater → Er)",artifact,no
openai_gpt-oss-120b,5516,4,"has at least two electrical terminals (i.e., can be connected in an electrical circuit)",artifact,no
openai_gpt-oss-120b,5652,5,"being a noun (a word that names a person, place, thing, or idea)",artifact,no
openai_gpt-oss-120b,5653,3,musical instrument,artifact,no
openai_gpt-oss-120b,5757,17,"A two‑word phrase where the first word names the material (or primary substance/energy source) that the object denoted by the second word is primarily made of or characterized by (e.g., ‘metal saw’, ‘paper bag’, ‘electric drill’).",artifact,no
openai_gpt-oss-120b,5807,18,"Each pair shares a common modifier: there exists a single word that can be placed before both words to form familiar two‑word phrases (e.g., pocket case, pocket knife, pocket plane).",artifact,no
openai_gpt-oss-120b,6347,9,portable objects that can be carried by a person,artifact,no
openai_gpt-oss-120b,6359,14,"objects that have a closure mechanism (lid, zip, flap, plug, strap, etc.) allowing them to be sealed or closed",artifact,no
openai_gpt-oss-120b,6380,4,compound noun (a word or phrase formed by combining two smaller words),artifact,no
openai_gpt-oss-120b,6396,18,man-made physical objects (tangible artifacts),artifact,yes
openai_gpt-oss-120b,6543,20,"terms that denote a military object or weapon and also have a common non‑military meaning that is peaceful (e.g., a tool, food, vehicle, structure, or entertainment) – i.e., dual‑use words with a civilian meaning that is not another weapon or defensive item",artifact,no
openai_gpt-oss-120b,6575,14,"A ship type whose name describes a vessel used to transport people for a specific purpose or status (e.g., military, forced, emergency, relocation, rescue, etc.) rather than ordinary passenger or cargo transport",artifact,no
openai_gpt-oss-120b,6606,18,"the word has been used as the proper name of an actual individual vessel (e.g., a ship, space shuttle, or spacecraft)",artifact,no
openai_gpt-oss-120b,6607,17,man-made object,artifact,yes
openai_gpt-oss-120b,9334,12,macroscopic human anatomical structures,body_part,no
openai_gpt-oss-120b,9433,6,body part,body_part,yes
openai_gpt-oss-120b,9457,6,"any term that refers to a human anatomical structure (muscle, bone, organ, vessel, brain region, etc.)",body_part,no
openai_gpt-oss-120b,9596,4,any anatomical structure of an animal (body part),body_part,yes
openai_gpt-oss-120b,9616,4,non‑circulatory anatomical structures of vertebrate animals,body_part,no
openai_gpt-oss-120b,9624,4,sensory receptor,body_part,no
openai_gpt-oss-120b,9650,5,human anatomical parts or structures,body_part,yes
openai_gpt-oss-120b,9670,4,human anatomical structure,body_part,yes
openai_gpt-oss-120b,9949,4,anatomical term (a name for a part of the human body),body_part,no
openai_gpt-oss-120b,10074,8,human body part,body_part,yes
openai_gpt-oss-120b,10237,11,"the term is the name of a sauce, dip, spread, or condiment",food,no
openai_gpt-oss-120b,10529,6,edible items (food or food‑related substances),food,yes
openai_gpt-oss-120b,10838,4,edible (food),food,yes
openai_gpt-oss-120b,10858,5,Food (things that are edible),food,yes
openai_gpt-oss-120b,10981,5,edible,food,yes
openai_gpt-oss-120b,10986,6,"The ice‑cream flavor name is derived from something edible—a food, ingredient, or dish.",food,no
openai_gpt-oss-120b,10994,5,edible,food,yes
openai_gpt-oss-120b,11006,5,food (any edible item),food,yes
openai_gpt-oss-120b,11016,12,food (edible item),food,yes
openai_gpt-oss-120b,11059,17,The item is an edible food (a dish or food item),food,yes
openai_gpt-oss-120b,11199,5,edible,food,yes
openai_gpt-oss-120b,11263,6,"item provides caloric energy (i.e., it is a food that contains calories)",food,no
openai_gpt-oss-120b,11376,7,"contains calories (i.e., has non‑zero caloric content)",food,no
openai_gpt-oss-120b,11384,4,food,food,yes
openai_gpt-oss-120b,11459,12,"ready‑to‑eat food product (a food that is generally consumed as a finished, prepared item rather than as a raw ingredient or simple seasoning)",food,no
openai_gpt-oss-120b,11697,5,edible foods (things that can be eaten),food,yes
openai_gpt-oss-120b,11921,2,types of bread,food,no
openai_gpt-oss-120b,12016,7,food,food,yes
openai_gpt-oss-120b,12095,7,food,food,yes
openai_gpt-oss-120b,12377,5,food,food,yes
openai_gpt-oss-120b,15245,4,gymnosperm,plant,no
openai_gpt-oss-120b,15310,20,"The three items must not all be fruit‑producing plants (i.e., at least one of them must be a plant that does not bear edible fruit or nuts)",plant,no
openai_gpt-oss-120b,15508,7,"Each item is the name of a plant (tree, shrub, herb, cactus, etc.)",plant,no
openai_gpt-oss-120b,15598,4,plant,plant,yes
openai_gpt-oss-120b,15611,4,Plant (member of the kingdom Plantae),plant,yes
openai_gpt-oss-120b,15613,18,six‑letter words that end with a vowel,plant,no
openai_gpt-oss-120b,15790,7,plant (any member of the kingdom Plantae),plant,yes
openai_gpt-oss-120b,16096,5,A plant (any living plant species),plant,yes
openai_gpt-oss-120b,16120,7,exactly two‑word common name of a plant,plant,no
openai_gpt-oss-120b,16152,7,plant,plant,yes
openai_gpt-oss-120b,16249,8,plant,plant,yes
openai_gpt-oss-120b,16414,14,"Each item is a recognized English word or phrase that appears as an entry in a standard dictionary (i.e., the name itself is an ordinary English term, not just a scientific name)",plant,no
openai_gpt-oss-120b,16467,18,member of the plant kingdom (Plantae),plant,yes
openai_gpt-oss-120b,16469,4,Each pair of words shares exactly two letters in common,plant,no
openai_gpt-oss-120b,16864,19,"a two‑word common name of a tree that is **not** the exact name of a commercially important soft‑wood species (e.g., “white pine” and “black spruce” are excluded)",plant,no
openai_gpt-oss-120b,17047,6,being a plant (a member of the plant kingdom),plant,yes
openai_gpt-oss-120b,17248,4,plant,plant,yes
openai_gpt-oss-120b,17257,19,"A two‑word plant common name is accepted only when its first word is a descriptive modifier (an adjective or a noun used adjectivally) that is not a literal mineral, rock, or metal term (unless the word is also used as a colour adjective).",plant,no
openai_gpt-oss-120b,17361,5,being a plant (any plant species or variety),plant,yes
openai_gpt-oss-120b,17775,12,Common name of a plant that is not also a standard color name,plant,no
openai_gpt-oss-20b,62,9,animal,animal,yes
openai_gpt-oss-20b,357,6,animal,animal,yes
openai_gpt-oss-20b,546,7,Animal,animal,yes
openai_gpt-oss-20b,658,5,animal,animal,yes
openai_gpt-oss-20b,819,5,Animals,animal,yes
openai_gpt-oss-20b,1066,17,"An animal whose common name contains the name of another animal species (including itself, but not generic terms such as ""fish"").",animal,no
openai_gpt-oss-20b,1136,20,"The item is the common name of a wild animal species (i.e., the animal is not a domestic breed or purely domestic species).",animal,no
openai_gpt-oss-20b,1154,11,non‑human animals,animal,no
openai_gpt-oss-20b,1261,6,Animal,animal,yes
openai_gpt-oss-20b,1551,5,musculoskeletal system components,body_part,no
openai_gpt-oss-20b,1725,12,cartilaginous fish,animal,no
openai_gpt-oss-20b,1943,4,animals,animal,yes
openai_gpt-oss-20b,2806,4,has the letter 'N' in its common name,animal,no
openai_gpt-oss-20b,2971,16,The common name of each bird contains a word that itself is a type of bird,animal,no
openai_gpt-oss-20b,3172,5,animal,animal,yes
openai_gpt-oss-20b,3192,3,bird,animal,no
openai_gpt-oss-20b,3411,12,animal,animal,yes
openai_gpt-oss-20b,3743,8,animal,animal,yes
openai_gpt-oss-20b,3852,5,living organism,animal,no
openai_gpt-oss-20b,3947,5,vertebrate,animal,no
openai_gpt-oss-20b,3966,18,animal,animal,yes
openai_gpt-oss-20b,4020,19,organ with an epithelial lining or luminal interface,body_part,no
openai_gpt-oss-20b,4032,4,Respiratory organ,body_part,no
openai_gpt-oss-20b,4288,10,musculoskeletal tissue,body_part,no
openai_gpt-oss-20b,4313,13,"The item is a bone or plant whose scientific Latin (or Greek) name contains a root that means a historical weapon (e.g., club, spear, sword), and the item itself is not that weapon.",body_part,no
openai_gpt-oss-20b,4348,17,Bone name ending with a Roman numeral letter and NOT a vertebra,body_part,no
openai_gpt-oss-20b,4368,10,skeletal tissue,body_part,no
openai_gpt-oss-20b,4450,19,body part of an animal,body_part,yes
openai_gpt-oss-20b,4458,3,Nose,body_part,no
openai_gpt-oss-20b,4465,16,sensory organ,body_part,no
openai_gpt-oss-20b,4779,4,electrical component,artifact,no
openai_gpt-oss-20b,4784,4,Metallic electrodes used in electrical devices,artifact,no
openai_gpt-oss-20b,5184,18,lab tool,artifact,no
openai_gpt-oss-20b,5224,9,tool or instrument,artifact,no
openai_gpt-oss-20b,5265,17,produces sound,artifact,no
openai_gpt-oss-20b,5506,14,mouse‑driven GUI terminology,artifact,no
openai_gpt-oss-20b,5516,13,electronic device,artifact,no
openai_gpt-oss-20b,5652,3,plucked string instruments,artifact,no
openai_gpt-oss-20b,5653,8,marching band instruments,artifact,no
openai_gpt-oss-20b,5757,11,cutting tool,artifact,no
openai_gpt-oss-20b,5807,13,hand tool,artifact,no
openai_gpt-oss-20b,6347,10,hollow,artifact,no
openai_gpt-oss-20b,6359,6,waste bags,artifact,no
openai_gpt-oss-20b,6380,13,holding or carrying objects or people,artifact,no
openai_gpt-oss-20b,6396,5,holder,artifact,no
openai_gpt-oss-20b,6543,12,contains a US Navy major warship name or the word ship,artifact,no
openai_gpt-oss-20b,6575,19,vehicle,artifact,no
openai_gpt-oss-20b,6606,11,machine,artifact,no
openai_gpt-oss-20b,6607,20,"""noun + ship"" where the noun denotes the cargo or function of the vessel",artifact,no
openai_gpt-oss-20b,9334,3,body part,body_part,yes
openai_gpt-oss-20b,9433,3,Anatomical body part,body_part,yes
openai_gpt-oss-20b,9457,14,any anatomical structure that is part of the human body,body_part,yes
openai_gpt-oss-20b,9596,10,animal anatomical part,body_part,yes
openai_gpt-oss-20b,9616,6,all contain specialized sensory receptors that transmit signals to the nervous system,body_part,no
openai_gpt-oss-20b,9624,8,sensory tissue,body_part,no
openai_gpt-oss-20b,9650,8,mucous‑secreting tissue,body_part,no
openai_gpt-oss-20b,9670,3,eye muscle,body_part,no
openai_gpt-oss-20b,9949,15,contains an artery,body_part,no
openai_gpt-oss-20b,10074,16,vascular tissue,body_part,no
openai_gpt-oss-20b,10237,7,edible food,food,yes
openai_gpt-oss-20b,10529,4,flavoring ingredients,food,no
openai_gpt-oss-20b,10838,11,edible,food,yes
openai_gpt-oss-20b,10858,6,dessert,food,no
openai_gpt-oss-20b,10981,5,edible,food,yes
openai_gpt-oss-20b,10986,5,edible,food,yes
openai_gpt-oss-20b,10994,3,Frozen dessert,food,no
openai_gpt-oss-20b,11006,10,dessert,food,no
openai_gpt-oss-20b,11016,4,"String contains the letter ""a"" (case-insensitive)",food,no
openai_gpt-oss-20b,11059,9,pudding,food,no
openai_gpt-oss-20b,11199,11,grain-based food,food,no
openai_gpt-oss-20b,11263,13,solid food,food,no
openai_gpt-oss-20b,11376,9,Food,food,yes
openai_gpt-oss-20b,11384,5,contains carbohydrate,food,no
openai_gpt-oss-20b,11459,5,food,food,yes
openai_gpt-oss-20b,11697,10,food,food,yes
openai_gpt-oss-20b,11921,5,food,food,yes
openai_gpt-oss-20b,12016,5,flour-based baked goods,food,no
openai_gpt-oss-20b,12095,12,food,food,yes
openai_gpt-oss-20b,12377,5,pastry,food,no
openai_gpt-oss-20b,15245,17,plants with leaf‑derived spines,plant,no
openai_gpt-oss-20b,15310,5,Plant,plant,yes
openai_gpt-oss-20b,15508,6,plant,plant,yes
openai_gpt-oss-20b,15598,15,plant,plant,yes
openai_gpt-oss-20b,15611,7,"Plants cultivated by humans for any purpose (ornamental, food, timber, etc.)",plant,no
openai_gpt-oss-20b,15613,13,fruit that contains the letter N,plant,no
openai_gpt-oss-20b,15790,5,Abies,plant,no
openai_gpt-oss-20b,16096,7,can be grown as bonsai,plant,no
openai_gpt-oss-20b,16120,9,adjective noun pair,plant,no
openai_gpt-oss-20b,16152,6,Evergreen,plant,no
openai_gpt-oss-20b,16249,8,plant,plant,yes
openai_gpt-oss-20b,16414,19,Descriptive‑Plant Compound Name,plant,no
openai_gpt-oss-20b,16467,7,vascular plants,plant,no
openai_gpt-oss-20b,16469,18,"Exactly two letters are shared, one of them a vowel and one a consonant",plant,no
openai_gpt-oss-20b,16864,13,plant,plant,yes
openai_gpt-oss-20b,17047,6,plant,plant,yes
openai_gpt-oss-20b,17248,4,fruit,plant,no
openai_gpt-oss-20b,17257,6,plant,plant,yes
openai_gpt-oss-20b,17361,11,plant,plant,yes
openai_gpt-oss-20b,17775,14,Two‑part plant common names (including hyphenated or two‑word phrases),plant,no
zai-org_GLM-5,62,13,animals,animal,yes
zai-org_GLM-5,357,7,animals,animal,yes
zai-org_GLM-5,546,6,is an animal,animal,yes
zai-org_GLM-5,658,6,animal,animal,yes
zai-org_GLM-5,819,6,animals,animal,yes
zai-org_GLM-5,1066,6,animal,animal,yes
zai-org_GLM-5,1136,8,animals,animal,yes
zai-org_GLM-5,1154,7,animal,animal,yes
zai-org_GLM-5,1261,7,animals,animal,yes
zai-org_GLM-5,1551,7,anatomical structure,body_part,yes
zai-org_GLM-5,1725,6,animals,animal,yes
zai-org_GLM-5,1943,5,is an animal,animal,yes
zai-org_GLM-5,2806,19,animal names that begin with a common English word,animal,no
zai-org_GLM-5,2971,7,animal species,animal,yes
zai-org_GLM-5,3172,9,is an animal (member of the animal kingdom),animal,yes
zai-org_GLM-5,3192,5,is an animal,animal,yes
zai-org_GLM-5,3411,11,animals,animal,yes
zai-org_GLM-5,3743,7,animal,animal,yes
zai-org_GLM-5,3852,11,is an animal (member of the animal kingdom),animal,yes
zai-org_GLM-5,3947,6,animals,animal,yes
zai-org_GLM-5,3966,6,animals,animal,yes
zai-org_GLM-5,4020,8,body parts or anatomical structures of animals,body_part,yes
zai-org_GLM-5,4032,18,"anatomical structures or body parts (not whole organisms, not plants)",body_part,yes
zai-org_GLM-5,4288,7,anatomical structure,body_part,yes
zai-org_GLM-5,4313,5,bones of the human body,body_part,no
zai-org_GLM-5,4348,8,body parts,body_part,yes
zai-org_GLM-5,4450,6,body parts,body_part,yes
zai-org_GLM-5,4458,8,body parts,body_part,yes
zai-org_GLM-5,4465,19,"names of body parts or anatomical structures (excluding colloquial expressions for injuries, conditions, or symptoms)",body_part,no
zai-org_GLM-5,4784,4,electrical components,artifact,no
zai-org_GLM-5,4875,11,art,artifact,no
zai-org_GLM-5,5184,9,measuring instrument,artifact,no
zai-org_GLM-5,5224,8,man-made objects,artifact,yes
zai-org_GLM-5,5265,8,man-made,artifact,yes
zai-org_GLM-5,5506,19,"Computing terms that are compound words or derived words formed through standard English word formation (compounding two English words, or derivation with suffixes like -er/-or/-ter/-ist, etc.)",artifact,no
zai-org_GLM-5,5516,8,"Technical nouns for devices, components, or instruments with agentive/instrumental suffixes (-or, -er, -ator, -izer, -ode)",artifact,no
zai-org_GLM-5,5652,18,"Words containing at least one pair of adjacent letters that are consecutive in the alphabet (like 'ab', 'cd', 'mn', 'no', 'op', 'st', 'tu')",artifact,no
zai-org_GLM-5,5653,5,musical instruments,artifact,no
zai-org_GLM-5,5757,9,man-made objects (artifacts),artifact,yes
zai-org_GLM-5,5807,10,concrete common nouns,artifact,no
zai-org_GLM-5,6347,20,contains the sound /æk/ (as in 'sack') or /æɡ/ (as in 'bag') - the 'short a' vowel followed by a 'k' or 'g' sound,artifact,no
zai-org_GLM-5,6359,7,words with two or more syllables,artifact,no
zai-org_GLM-5,6380,15,concrete man-made physical objects (artifacts),artifact,yes
zai-org_GLM-5,6396,15,items must be in alphabetical order,artifact,no
zai-org_GLM-5,6543,13,established naval/maritime vessel types,artifact,no
zai-org_GLM-5,6606,16,inanimate man-made objects,artifact,yes
zai-org_GLM-5,6607,16,physical vehicles or vessels used for transportation,artifact,no
zai-org_GLM-5,9433,14,anatomical terms,body_part,no
zai-org_GLM-5,9457,14,"anatomical structures with Latin names that do not contain both 'h' and 'm' in the same word, and do not have any word ending in 'mus'",body_part,no
zai-org_GLM-5,9596,7,animal body parts,body_part,yes
zai-org_GLM-5,9616,10,anatomical structures of vertebrate animals,body_part,yes
zai-org_GLM-5,9624,12,macroscopic anatomical structures,body_part,no
zai-org_GLM-5,9650,11,anatomical structure (body part),body_part,yes
zai-org_GLM-5,9670,10,macroscopic anatomical structures,body_part,no
zai-org_GLM-5,9949,9,anatomical structure,body_part,yes
zai-org_GLM-5,10074,8,human anatomical terms (names of body parts),body_part,no
zai-org_GLM-5,10529,19,compound nouns naming ingredient varieties (modifier + ingredient category structure),food,no
zai-org_GLM-5,10838,10,food,food,yes
zai-org_GLM-5,10858,10,food,food,yes
zai-org_GLM-5,10981,8,is a food (as opposed to a beverage),food,no
zai-org_GLM-5,10986,17,food,food,yes
zai-org_GLM-5,10994,7,food,food,yes
zai-org_GLM-5,11006,9,"contains natural sugar (sucrose, fructose, or glucose) - not artificial sweeteners",food,no
zai-org_GLM-5,11016,8,food,food,yes
zai-org_GLM-5,11059,15,food,food,yes
zai-org_GLM-5,11263,15,food items,food,yes
zai-org_GLM-5,11384,10,food,food,yes
zai-org_GLM-5,11459,15,"food items (things that are eaten rather than drunk, excluding pure seasonings and water)",food,yes
zai-org_GLM-5,11697,15,Food items that are not primarily beverages or drinks,food,no
zai-org_GLM-5,11921,20,"words containing at least one letter with an enclosed counter (a, b, d, e, g, o, p, or q)",food,no
zai-org_GLM-5,12016,18,"foods (items commonly considered food, not beverages or ingredients)",food,no
zai-org_GLM-5,12095,13,foods,food,yes
zai-org_GLM-5,12377,9,food items,food,yes
zai-org_GLM-5,15245,7,is a plant (member of Kingdom Plantae),plant,yes
zai-org_GLM-5,15310,11,Plants,plant,yes
zai-org_GLM-5,15508,7,real plants,plant,yes
